"","Temp.C","temp.Cat","trial","treatment","genotype","fragment.ID","individual.ID","NP","R"
"335",32.28836503,33,3303,"T3","M6","M603b","M603",0.39838894,-0.346515993
"336",32.48209671,34,3405,"T3","M6","M603b","M603",-0.023920108,-0.266948143
"337",33.12116363,27,2706,"T3","M6","M603c","M603",0.355377965,-0.402380906
"338",33.08150393,28,2802,"T3","M6","M603c","M603",0.47875776,-0.465909734
"339",33.015058935,29,2903,"T3","M6","M603c","M603",0.574902865,-0.423851494
"340",33.036622965,30,3005,"T3","M6","M603c","M603",0.09999568,-0.453898252
"341",33.05494463,31,3101,"T3","M6","M603c","M603",0.628152204,-0.460171079
"342",33.083059005,32,3202,"T3","M6","M603c","M603",0.672236238,-0.390144397
"343",33.174922625,33,3304,"T3","M6","M603c","M603",0.339829025,-0.352124213
"344",32.98174191,34,3405,"T3","M6","M603c","M603",-0.119678574,-0.338044145
"345",33.226481185,27,2702,"T3","M6","M603d","M603",0.509121838,-0.479355145
"346",33.203642755,28,2804,"T3","M6","M603d","M603",0.584014477,-0.465540104
"347",33.158120295,29,2905,"T3","M6","M603d","M603",0.609857928,-0.474170378
"348",33.013744635,30,3001,"T3","M6","M603d","M603",0.732579815,-0.565591522
"349",33.117356915,31,3103,"T3","M6","M603d","M603",0.802720684,-0.499948949
"350",33.008670785,32,3204,"T3","M6","M603d","M603",0.684860872,-0.537086182
"351",33.00910734,33,3306,"T3","M6","M603d","M603",0.186939306,-0.357573599
"352",33.12987064,34,3401,"T3","M6","M603d","M603",-0.043242649,-0.376419568
"353",33.27791239,27,2706,"C","M6","M60Ca","M60C",0.352355268,-0.388577669
"354",33.17628505,28,2802,"C","M6","M60Ca","M60C",0.53350169,-0.437369256
"355",33.11838559,29,2903,"C","M6","M60Ca","M60C",0.601766607,-0.3847469
"356",33.141422645,30,3005,"C","M6","M60Ca","M60C",0.122368107,-0.406330831
"357",33.234129785,31,3101,"C","M6","M60Ca","M60C",0.759320086,-0.453141943
"358",33.12939257,32,3202,"C","M6","M60Ca","M60C",0.684099618,-0.455845954
"359",33.21998648,33,3304,"C","M6","M60Ca","M60C",0.220361593,-0.376847373
"360",33.180355475,34,3405,"C","M6","M60Ca","M60C",-0.121755419,-0.30504856
"361",33.11741915,27,2704,"C","M6","M60Cb","M60C",0.494462715,-0.387118536
"362",33.13844721,28,2805,"C","M6","M60Cb","M60C",0.433817137,-0.399422772
"363",33.26058838,29,2901,"C","M6","M60Cb","M60C",0.629119788,-0.463030498
"364",33.179211335,30,3002,"C","M6","M60Cb","M60C",0.528071937,-0.378291959
"365",33.230027065,31,3104,"C","M6","M60Cb","M60C",0.613756496,-0.397253247
"366",33.14598954,32,3206,"C","M6","M60Cb","M60C",0.130665913,-0.461161438
"367",33.093841335,33,3301,"C","M6","M60Cb","M60C",0.327425606,-0.461034194
"368",33.25299153,34,3403,"C","M6","M60Cb","M60C",0.01870648,-0.203581681
"369",32.974775725,27,2706,"C","M6","M60Cc","M60C",0.379942137,-0.400662358
"370",33.018056475,28,2801,"C","M6","M60Cc","M60C",0.457770061,-0.414206308
"371",33.21034995,29,2903,"C","M6","M60Cc","M60C",0.640090495,-0.353910612
"372",33.072978985,30,3004,"C","M6","M60Cc","M60C",0.189320791,-0.386913577
"373",33.094313525,31,3106,"C","M6","M60Cc","M60C",0.271801105,-0.490772808
"374",33.130887935,32,3202,"C","M6","M60Cc","M60C",0.669022717,-0.419014117
"375",33.144474,33,3303,"C","M6","M60Cc","M60C",0.337348472,-0.389425989
"376",33.02319064,34,3405,"C","M6","M60Cc","M60C",-0.203860065,-0.336172308
"377",33.206904665,27,2705,"C","M6","M60Cd","M60C",0.456488981,-0.344021342
"378",33.0637045,28,2801,"C","M6","M60Cd","M60C",0.50509605,-0.443247579
"379",33.182787155,29,2902,"C","M6","M60Cd","M60C",0.669910583,-0.416654314
"380",33.144113265,30,3004,"C","M6","M60Cd","M60C",0.218887923,-0.424312131
"381",33.13343354,31,3106,"C","M6","M60Cd","M60C",0.303254051,-0.427678709
"382",32.994130505,32,3201,"C","M6","M60Cd","M60C",0.718655063,-0.523565839
"383",33.200718715,33,3303,"C","M6","M60Cd","M60C",0.382716151,-0.374076921
"384",33.16693719,34,3404,"C","M6","M60Cd","M60C",-0.088667748,-0.32699223
