"","Temp.C","temp.Cat","trial","treatment","genotype","fragment.ID","individual.ID","NP","R","GP"
"32",26.27403809,34,3403,"T1","K2","K201d","K201",0.269043734,-0.405800471,0.674844205
"33",26.31821738,27,2706,"T2","K2","K202a","K202",0.478448692,-0.443181796,0.921630488
"34",26.40407251,28,2801,"T2","K2","K202a","K202",0.608312936,-0.503080576,1.111393512
"35",26.456289475,29,2903,"T2","K2","K202a","K202",0.761988362,-0.472985481,1.234973843
"36",26.46780414,30,3004,"T2","K2","K202a","K202",0.326908851,-0.494450185,0.821359036
"37",26.378185845,31,3106,"T2","K2","K202a","K202",0.512806754,-0.598064601,1.110871355
"38",26.36363632,32,3202,"T2","K2","K202a","K202",0.890858887,-0.548938119,1.439797006
"39",26.34473143,33,3303,"T2","K2","K202a","K202",0.620634752,-0.610175146,1.230809898
"40",26.41858541,34,3405,"T2","K2","K202a","K202",0.106518661,-0.433758283,0.540276944
"41",26.417124825,27,2704,"T2","K2","K202b","K202",0.483261684,-0.364047422,0.847309106
"42",26.435232395,28,2806,"T2","K2","K202b","K202",0.440827126,-0.384398009,0.825225135
"43",26.33052757,29,2901,"T2","K2","K202b","K202",0.691407684,-0.40509443,1.096502114
"44",26.35410647,30,3003,"T2","K2","K202b","K202",0.447253867,-0.469395814,0.916649681
"45",26.34727936,31,3105,"T2","K2","K202b","K202",0.582381139,-0.403624115,0.986005254
"46",26.288387995,32,3206,"T2","K2","K202b","K202",0.111976779,-0.435413866,0.547390645
"47",26.28127358,33,3302,"T2","K2","K202b","K202",0.334285063,-0.467941947,0.80222701
"48",26.37220693,34,3403,"T2","K2","K202b","K202",-0.023890271,-0.300086504,0.276196233
"49",27.0920342,27,2703,"T2","K2","K202c","K202",0.490611458,-0.423085583,0.913697041
"50",27.124964555,28,2804,"T2","K2","K202c","K202",0.539924161,-0.403493512,0.943417673
"51",27.165666485,29,2906,"T2","K2","K202c","K202",0.445339415,-0.435619121,0.880958536
"52",27.17359155,30,3001,"T2","K2","K202c","K202",0.573473959,-0.440319824,1.013793783
"53",27.180141105,31,3103,"T2","K2","K202c","K202",0.73408158,-0.588932169,1.323013749
"54",27.05098725,32,3205,"T2","K2","K202c","K202",0.590550272,-0.378270484,0.968820756
"55",27.13296287,33,3306,"T2","K2","K202c","K202",0.324003956,-0.441669152,0.765673108
"56",27.179737005,34,3402,"T2","K2","K202c","K202",0.149617785,-0.390334727,0.539952512
"57",26.975087165,27,2705,"T2","K2","K202d","K202",0.594449057,-0.405260448,0.999709505
"58",27.165024415,28,2806,"T2","K2","K202d","K202",0.511195981,-0.439298707,0.950494688
"59",27.00744033,29,2902,"T2","K2","K202d","K202",0.687692894,-0.469484299,1.157177193
"60",27.145403925,30,3003,"T2","K2","K202d","K202",0.516028599,-0.551484029,1.067512628
"61",27.227113125,31,3105,"T2","K2","K202d","K202",0.623119808,-0.544795129,1.167914937
"62",27.162567765,32,3201,"T2","K2","K202d","K202",0.79010096,-0.585281652,1.375382612
"63",27.163459615,33,3302,"T2","K2","K202d","K202",0.377156011,-0.529720277,0.906876288
"64",27.127776235,34,3404,"T2","K2","K202d","K202",-0.111120121,-0.474521486,0.363401365
"65",27.29955911,27,2702,"T3","K2","K203a","K203",0.461614113,-0.387159168,0.848773281
"66",27.186243905,28,2803,"T3","K2","K203a","K203",0.49711596,-0.415694306,0.912810266
"67",27.17924261,29,2905,"T3","K2","K203a","K203",0.677886359,-0.448665963,1.126552322
"68",27.169694225,30,3006,"T3","K2","K203a","K203",0.029473732,-0.531159514,0.560633246
"69",27.1069083,31,3102,"T3","K2","K203a","K203",0.798176826,-0.596923415,1.395100241
"70",27.14101971,32,3204,"T3","K2","K203a","K203",0.541939745,-0.551773739,1.093713484
"71",27.10547157,33,3305,"T3","K2","K203a","K203",0.222491971,-0.45462427,0.677116241
"72",27.090344775,34,3401,"T3","K2","K203a","K203",-0.080221642,-0.454638324,0.374416682
"73",27.09397208,27,2701,"T3","K2","K203b","K203",0.58934919,-0.451576326,1.040925516
"74",27.11799962,28,2802,"T3","K2","K203b","K203",0.670793149,-0.53463555,1.205428699
"75",27.13402059,29,2904,"T3","K2","K203b","K203",0.64494678,-0.496755169,1.141701949
"76",27.065994815,30,3005,"T3","K2","K203b","K203",0.196096297,-0.485659378,0.681755675
"77",27.149023385,31,3101,"T3","K2","K203b","K203",0.889417074,-0.617722653,1.507139727
"78",27.121660575,32,3203,"T3","K2","K203b","K203",0.801142963,-0.628694881,1.429837844
"79",27.23054577,33,3304,"T3","K2","K203b","K203",0.317478661,-0.516299099,0.83377776
"80",27.16448477,34,3406,"T3","K2","K203b","K203",-0.1203268,-0.416698997,0.296372197
"81",27.339594945,27,2703,"T3","K2","K203c","K203",0.503687259,-0.367369444,0.871056703
"82",27.24467001,28,2805,"T3","K2","K203c","K203",0.492211558,-0.404040165,0.896251723
"83",27.258134545,29,2906,"T3","K2","K203c","K203",0.405916652,-0.383485555,0.789402207
"84",27.279009185,30,3002,"T3","K2","K203c","K203",0.615865111,-0.443127223,1.058992334
"85",27.273974625,31,3104,"T3","K2","K203c","K203",0.702103997,-0.512757403,1.2148614
"86",27.3247067,32,3205,"T3","K2","K203c","K203",0.38658217,-0.462723107,0.849305277
"87",27.32596311,33,3301,"T3","K2","K203c","K203",0.554299055,-0.436319711,0.990618766
"88",27.359169065,34,3402,"T3","K2","K203c","K203",0.034506643,-0.354136983,0.388643626
"89",27.23612863,27,2704,"T3","K2","K203d","K203",0.469605179,-0.325051074,0.794656253
"90",27.353807655,28,2805,"T3","K2","K203d","K203",0.441524342,-0.400487029,0.842011371
"91",27.25999852,29,2901,"T3","K2","K203d","K203",0.775558643,-0.410143056,1.185701699
"92",27.218260735,30,3002,"T3","K2","K203d","K203",0.507489731,-0.445452109,0.95294184
"93",27.204587715,31,3104,"T3","K2","K203d","K203",0.613312348,-0.501905922,1.11521827
"94",27.243026655,32,3206,"T3","K2","K203d","K203",0.140629936,-0.42276882,0.563398756
"95",27.285461115,33,3301,"T3","K2","K203d","K203",0.50928401,-0.510342596,1.019626606
"96",27.176283505,34,3403,"T3","K2","K203d","K203",-0.010263858,-0.342811607,0.332547749
"97",28.31235991,27,2704,"C","K2","K20Ca","K20C",0.526807765,-0.461620614,0.988428379
"98",28.33710049,28,2806,"C","K2","K20Ca","K20C",0.472132129,-0.409534086,0.881666215
"99",28.31459938,29,2901,"C","K2","K20Ca","K20C",0.788635596,-0.560205271,1.348840867
"100",28.342707765,30,3003,"C","K2","K20Ca","K20C",0.555997366,-0.543081201,1.099078567
"101",28.234722805,31,3105,"C","K2","K20Ca","K20C",0.746269352,-0.613893551,1.360162903
"102",28.191228825,32,3206,"C","K2","K20Ca","K20C",0.317097806,-0.525578608,0.842676414
"103",28.274152915,33,3302,"C","K2","K20Ca","K20C",0.546151244,-0.543998097,1.090149341
"104",28.27707261,34,3403,"C","K2","K20Ca","K20C",0.060195804,-0.437295512,0.497491316
"105",28.56827493,27,2703,"C","K2","K20Cb","K20C",0.478908108,-0.37723661,0.856144718
"106",28.459557645,28,2804,"C","K2","K20Cb","K20C",0.428283689,-0.338682718,0.766966407
"107",28.520001985,29,2906,"C","K2","K20Cb","K20C",0.321501228,-0.3597349,0.681236128
"108",28.44536375,30,3001,"C","K2","K20Cb","K20C",0.582223864,-0.281619789,0.863843653
"109",28.556070815,31,3103,"C","K2","K20Cb","K20C",0.556547559,-0.397465612,0.954013171
"110",28.412209935,32,3205,"C","K2","K20Cb","K20C",0.29968178,-0.392030535,0.691712315
"111",28.492968995,33,3306,"C","K2","K20Cb","K20C",0.015784834,-0.346683799,0.362468633
"112",28.46833655,34,3402,"C","K2","K20Cb","K20C",-0.127341334,-0.372996834,0.2456555
"113",28.40618909,27,2702,"C","K2","K20Cc","K20C",0.541423676,-0.451064475,0.992488151
"114",28.30339574,28,2803,"C","K2","K20Cc","K20C",0.578997298,-0.486902896,1.065900194
"115",28.31938321,29,2905,"C","K2","K20Cc","K20C",0.681327567,-0.47833235,1.159659917
"116",28.362135585,30,3006,"C","K2","K20Cc","K20C",0.145066108,-0.495637947,0.640704055
"117",28.3960556,31,3102,"C","K2","K20Cc","K20C",0.823190951,-0.571805985,1.394996936
"118",28.3685016,32,3205,"C","K2","K20Cc","K20C",0.697414397,-0.496683465,1.194097862
"119",28.40048862,33,3305,"C","K2","K20Cc","K20C",0.425382232,-0.449205613,0.874587845
"120",28.682850655,34,3401,"C","K2","K20Cc","K20C",0.085651517,-0.494848359,0.580499876
"121",28.51200627,27,2703,"C","K2","K20Cd","K20C",0.494823704,-0.410567711,0.905391415
"122",28.527113365,28,2805,"C","K2","K20Cd","K20C",0.512075992,-0.461629496,0.973705488
"123",28.50222913,29,2906,"C","K2","K20Cd","K20C",0.408620437,-0.467711726,0.876332163
"124",28.533099845,30,3002,"C","K2","K20Cd","K20C",0.708502079,-0.444612632,1.153114711
"125",28.6132263,31,3104,"C","K2","K20Cd","K20C",0.682690794,-0.548492235,1.231183029
"126",28.56478412,32,3205,"C","K2","K20Cd","K20C",0.420608312,-0.47327414,0.893882452
"127",28.55228898,33,3301,"C","K2","K20Cd","K20C",0.430123297,-0.569174158,0.999297455
"128",28.580479615,34,3402,"C","K2","K20Cd","K20C",-0.010123162,-0.392268138,0.382144976
"129",28.307436125,27,2706,"T1","M5","M501a","M501",0.311625063,-0.416538372,0.728163435
"130",28.3534906,28,2802,"T1","M5","M501a","M501",0.45297449,-0.49185167,0.94482616
"131",28.355797165,29,2903,"T1","M5","M501a","M501",0.637241792,-0.432612298,1.06985409
"132",28.30045088,30,3005,"T1","M5","M501a","M501",0.072467725,-0.480770888,0.553238613
"133",28.291902645,31,3101,"T1","M5","M501a","M501",0.74702389,-0.541499725,1.288523615
"134",28.36586251,32,3202,"T1","M5","M501a","M501",0.644562632,-0.551774142,1.196336774
"135",28.351356005,33,3304,"T1","M5","M501a","M501",0.381477446,-0.494924439,0.876401885
"136",28.24670015,34,3405,"T1","M5","M501a","M501",-0.008204322,-0.373920585,0.365716263
"137",28.18807588,27,2702,"T1","M5","M501b","M501",0.432881663,-0.406249631,0.839131294
"138",28.22796757,28,2803,"T1","M5","M501b","M501",0.513676693,-0.427141075,0.940817768
"139",28.25493998,29,2905,"T1","M5","M501b","M501",0.667922784,-0.42043036,1.088353144
"140",28.290074385,30,3006,"T1","M5","M501b","M501",-0.008220228,-0.517355886,0.509135658
"141",28.15756277,31,3102,"T1","M5","M501b","M501",0.696744297,-0.583547345,1.280291642
"142",28.11676352,32,3204,"T1","M5","M501b","M501",0.588120586,-0.619248014,1.2073686
"143",28.21753066,33,3305,"T1","M5","M501b","M501",0.389762275,-0.445387491,0.835149766
"144",28.20249505,34,3401,"T1","M5","M501b","M501",0.061137744,-0.44493395,0.506071694
"145",29.073833715,27,2702,"T1","M5","M501c","M501",0.505616919,-0.439064993,0.944681912
"146",29.15970212,28,2804,"T1","M5","M501c","M501",0.543313297,-0.537745101,1.081058398
"147",29.13200379,29,2905,"T1","M5","M501c","M501",0.669045403,-0.55567181,1.224717213
"148",29.14650744,30,3001,"T1","M5","M501c","M501",0.632229337,-0.530463696,1.162693033
"149",29.05561506,31,3103,"T1","M5","M501c","M501",0.680406838,-0.510553041,1.190959879
"150",29.091817605,32,3204,"T1","M5","M501c","M501",0.591444694,-0.509454073,1.100898767
"151",29.02703657,33,3306,"T1","M5","M501c","M501",0.127482643,-0.45737538,0.584858023
"152",28.91211814,34,3401,"T1","M5","M501c","M501",0.109103748,-0.458826007,0.567929755
"153",29.377231155,27,2703,"T1","M5","M501d","M501",0.504942286,-0.396312345,0.901254631
"154",29.540651855,28,2804,"T1","M5","M501d","M501",0.569090164,-0.494497039,1.063587203
"155",29.44993647,29,2906,"T1","M5","M501d","M501",0.396243737,-0.471799198,0.868042935
"156",29.403191795,30,3001,"T1","M5","M501d","M501",0.625606503,-0.583693234,1.209299737
"157",29.355126915,31,3103,"T1","M5","M501d","M501",0.754635167,-0.617909382,1.372544549
"158",29.364475595,32,3205,"T1","M5","M501d","M501",0.369882505,-0.565269361,0.935151866
"159",29.36887439,33,3306,"T1","M5","M501d","M501",0.123518503,-0.426394665,0.549913168
"160",29.387112545,34,3402,"T1","M5","M501d","M501",0.058210596,-0.495988178,0.554198774
"161",29.333946675,27,2704,"T2","M5","M502a","M502",0.397746029,-0.445027074,0.842773103
"162",29.287617625,28,2805,"T2","M5","M502a","M502",0.386386071,-0.488282444,0.874668515
"163",29.25560508,29,2901,"T2","M5","M502a","M502",0.662790281,-0.574959468,1.237749749
"164",29.35411946,30,3002,"T2","M5","M502a","M502",0.418417475,-0.583631468,1.002048943
"165",29.251682385,31,3104,"T2","M5","M502a","M502",0.571931067,-0.687781548,1.259712615
"166",29.339921555,32,3206,"T2","M5","M502a","M502",0.047053031,-0.480554639,0.52760767
"167",29.36095908,33,3301,"T2","M5","M502a","M502",0.429258256,-0.46438861,0.893646866
"168",29.270233765,34,3403,"T2","M5","M502a","M502",-0.065071843,-0.348019265,0.282947422
"169",29.261579115,27,2702,"T2","M5","M502b","M502",0.493610155,-0.395027087,0.888637242
"170",29.381689145,28,2803,"T2","M5","M502b","M502",0.507846081,-0.460522907,0.968368988
"171",29.38091948,29,2905,"T2","M5","M502b","M502",0.610355362,-0.441864117,1.052219479
"172",29.35088597,30,3006,"T2","M5","M502b","M502",-0.025463959,-0.47430636,0.448842401
"173",29.310996065,31,3102,"T2","M5","M502b","M502",0.580880973,-0.620016021,1.200896994
"174",29.24302975,32,3204,"T2","M5","M502b","M502",0.498664582,-0.481327061,0.979991643
"175",29.306745865,33,3305,"T2","M5","M502b","M502",0.226818888,-0.43105117,0.657870058
"176",29.252750945,34,3401,"T2","M5","M502b","M502",-0.029954489,-0.375091665,0.345137176
"177",29.26259676,27,2701,"T2","M5","M502c","M502",0.351106228,-0.388305188,0.739411416
"178",29.27355659,28,2802,"T2","M5","M502c","M502",0.418081082,-0.387825103,0.805906185
"179",29.238498395,29,2904,"T2","M5","M502c","M502",0.51002303,-0.396509161,0.906532191
"180",29.318144085,30,3005,"T2","M5","M502c","M502",0.028381789,-0.454894449,0.483276238
"181",29.310961425,31,3101,"T2","M5","M502c","M502",0.587121123,-0.463363363,1.050484486
"182",29.212063775,32,3203,"T2","M5","M502c","M502",0.5186908,-0.481631838,1.000322638
"183",29.17911644,33,3304,"T2","M5","M502c","M502",0.233827418,-0.343805965,0.577633383
"184",29.193431445,34,3406,"T2","M5","M502c","M502",-0.086808818,-0.292674382,0.205865564
"185",29.46546559,27,2702,"T2","M5","M502d","M502",0.438371543,-0.420209363,0.858580906
"186",29.337882505,28,2804,"T2","M5","M502d","M502",0.469365737,-0.430202712,0.899568449
"187",29.440479595,29,2905,"T2","M5","M502d","M502",0.519744473,-0.386486384,0.906230857
"188",29.40697218,30,3001,"T2","M5","M502d","M502",0.516401294,-0.550642728,1.067044022
"189",29.47974485,31,3103,"T2","M5","M502d","M502",0.621342476,-0.589940238,1.211282714
"190",29.32747792,32,3204,"T2","M5","M502d","M502",0.522994125,-0.50397836,1.026972485
"191",29.406105945,33,3306,"T2","M5","M502d","M502",0.030067891,-0.410324017,0.440391908
"192",29.510334855,34,3401,"T2","M5","M502d","M502",-0.002809706,-0.324848136,0.32203843
"193",30.500038895,27,2701,"T3","M5","M503a","M503",0.433606941,-0.408480537,0.842087478
"194",30.477991635,28,2803,"T3","M5","M503a","M503",0.436030083,-0.476002193,0.912032276
"195",30.377063855,29,2904,"T3","M5","M503a","M503",0.520804049,-0.451901488,0.972705537
"196",30.371860885,30,3006,"T3","M5","M503a","M503",-0.021313481,-0.332009417,0.310695936
"197",30.28939975,31,3102,"T3","M5","M503a","M503",0.565551199,-0.608268199,1.173819398
"198",30.423050125,32,3203,"T3","M5","M503a","M503",0.552499856,-0.502779242,1.055279098
"199",30.402037195,33,3305,"T3","M5","M503a","M503",0.288511901,-0.39380318,0.682315081
"200",30.36028088,34,3406,"T3","M5","M503a","M503",-0.101919289,-0.297237673,0.195318384
"201",30.5620949,27,2703,"T3","M5","M503b","M503",0.37368746,-0.440466264,0.814153724
"202",30.471864465,28,2804,"T3","M5","M503b","M503",0.409541797,-0.480640078,0.890181875
"203",30.50375077,29,2906,"T3","M5","M503b","M503",0.236302659,-0.472449506,0.708752165
"204",30.48170673,30,3001,"T3","M5","M503b","M503",0.553732052,-0.448237986,1.001970038
"205",30.29375416,31,3103,"T3","M5","M503b","M503",0.504316253,-0.599704345,1.104020598
"206",30.32059529,32,3205,"T3","M5","M503b","M503",0.367637824,-0.364337437,0.731975261
"207",30.425420885,33,3306,"T3","M5","M503b","M503",0.063920007,-0.406828918,0.470748925
"208",30.315561155,34,3402,"T3","M5","M503b","M503",-0.042293565,-0.36929813,0.327004565
"209",30.52681377,27,2705,"T3","M5","M503c","M503",0.366383002,-0.340421143,0.706804145
"210",30.16835582,28,2806,"T3","M5","M503c","M503",0.352885463,-0.405999247,0.75888471
"211",30.43520691,29,2902,"T3","M5","M503c","M503",0.592344049,-0.443718577,1.036062626
"212",30.46932537,30,3003,"T3","M5","M503c","M503",0.331333572,-0.474230632,0.805564204
"213",30.21551191,31,3105,"T3","M5","M503c","M503",0.369914339,-0.543131799,0.913046138
"214",30.42712498,32,3201,"T3","M5","M503c","M503",0.648448583,-0.399929399,1.048377982
"215",30.57888932,33,3302,"T3","M5","M503c","M503",0.433282699,-0.349876695,0.783159394
"216",30.43314977,34,3404,"T3","M5","M503c","M503",0.00633777,-0.316436488,0.322774258
"217",30.173532345,27,2705,"T3","M5","M503d","M503",0.442347248,-0.41329122,0.855638468
"218",29.985407325,28,2801,"T3","M5","M503d","M503",0.434192761,-0.532718465,0.966911226
"219",30.074466325,29,2902,"T3","M5","M503d","M503",0.692394962,-0.484979861,1.177374823
"220",30.17272712,30,3004,"T3","M5","M503d","M503",0.136741981,-0.519539624,0.656281605
"221",30.11139117,31,3106,"T3","M5","M503d","M503",0.201043457,-0.539942879,0.740986336
"222",29.930606265,32,3201,"T3","M5","M503d","M503",0.677977658,-0.497457841,1.175435499
"223",29.995470735,33,3303,"T3","M5","M503d","M503",0.483561738,-0.458199533,0.941761271
"224",30.033215805,34,3404,"T3","M5","M503d","M503",-0.037806895,-0.347694033,0.309887138
"225",30.06650846,27,2705,"C","M5","M50Ca","M50C",0.507261315,-0.498883033,1.006144348
"226",29.92754295,28,2806,"C","M5","M50Ca","M50C",0.375936373,-0.576505411,0.952441784
"227",30.04331947,29,2902,"C","M5","M50Ca","M50C",0.7936087,-0.536621857,1.330230557
"228",29.948496655,30,3003,"C","M5","M50Ca","M50C",0.464101841,-0.701750358,1.165852199
"229",30.12288274,31,3105,"C","M5","M50Ca","M50C",0.539487264,-0.636907195,1.176394459
"230",30.12511244,32,3201,"C","M5","M50Ca","M50C",0.701562883,-0.512933019,1.214495902
"231",30.007358035,33,3302,"C","M5","M50Ca","M50C",0.50218594,-0.442865176,0.945051116
"232",30.12240435,34,3404,"C","M5","M50Ca","M50C",-0.097455834,-0.35335956,0.255903726
"233",30.0503049,27,2702,"C","M5","M50Cb","M50C",0.431796645,-0.478604833,0.910401478
"234",30.02434929,28,2804,"C","M5","M50Cb","M50C",0.526263364,-0.50944874,1.035712104
"235",30.06914109,29,2905,"C","M5","M50Cb","M50C",0.601325205,-0.562430231,1.163755436
"236",29.99665551,30,3001,"C","M5","M50Cb","M50C",0.609210658,-0.630812774,1.240023432
"237",30.07060262,31,3103,"C","M5","M50Cb","M50C",0.67701952,-0.628480932,1.305500452
"238",29.968110165,32,3204,"C","M5","M50Cb","M50C",0.612200139,-0.570206915,1.182407054
"239",29.92916213,33,3306,"C","M5","M50Cb","M50C",-0.013956518,-0.460942467,0.446985949
"240",30.050941335,34,3401,"C","M5","M50Cb","M50C",0.011106169,-0.39342328,0.404529449
"241",31.455521715,27,2701,"C","M5","M50Cc","M50C",0.427326728,-0.365832164,0.793158892
"242",31.294172455,28,2802,"C","M5","M50Cc","M50C",0.548960592,-0.486257209,1.035217801
"243",31.407467295,29,2904,"C","M5","M50Cc","M50C",0.584079465,-0.537697461,1.121776926
"244",31.34936934,30,3005,"C","M5","M50Cc","M50C",0.073051235,-0.512011128,0.585062363
"245",31.379657755,31,3101,"C","M5","M50Cc","M50C",0.774499912,-0.586566646,1.361066558
"246",31.33998551,32,3203,"C","M5","M50Cc","M50C",0.632548777,-0.535886432,1.168435209
"247",31.21168916,33,3304,"C","M5","M50Cc","M50C",0.324024573,-0.452804156,0.776828729
"248",31.225473765,34,3406,"C","M5","M50Cc","M50C",-0.135236967,-0.329939938,0.194702971
"249",31.44194396,27,2701,"C","M5","M50Cd","M50C",1.863015459,-2.322717009,4.185732468
"250",31.439874745,28,2803,"C","M5","M50Cd","M50C",2.333354827,-2.074003675,4.407358502
"251",31.36961761,29,2904,"C","M5","M50Cd","M50C",2.755367819,-2.241822679,4.997190498
"252",31.321017275,30,3006,"C","M5","M50Cd","M50C",-0.163165618,-2.250455515,2.087289897
"253",31.33250309,31,3102,"C","M5","M50Cd","M50C",2.67079689,-2.148722981,4.819519871
"254",31.37693176,32,3203,"C","M5","M50Cd","M50C",2.702791383,-2.256516958,4.959308341
"255",31.38428689,33,3305,"C","M5","M50Cd","M50C",1.215445033,-1.862827845,3.078272878
"256",31.471049585,34,3407,"C","M5","M50Cd","M50C",-0.276558838,-1.359147794,1.082588956
"257",31.435326005,27,2705,"T1","M6","M601a","M601",0.460270626,-0.363419668,0.823690294
"258",31.31575227,28,2806,"T1","M6","M601a","M601",0.397767749,-0.422242705,0.820010454
"259",31.28169072,29,2902,"T1","M6","M601a","M601",0.681685245,-0.406690377,1.088375622
"260",31.390963795,30,3003,"T1","M6","M601a","M601",0.476281139,-0.509812075,0.986093214
"261",31.2608723,31,3105,"T1","M6","M601a","M601",0.648317849,-0.487607523,1.135925372
"262",31.33674537,32,3201,"T1","M6","M601a","M601",0.933385621,-0.477141755,1.410527376
"263",31.36257244,33,3302,"T1","M6","M601a","M601",0.548722648,-0.463218457,1.011941105
"264",31.320709565,34,3404,"T1","M6","M601a","M601",0.150926778,-0.317234974,0.468161752
"265",31.41614239,27,2701,"T1","M6","M601b","M601",0.663930939,-0.457893394,1.121824333
"266",31.288192515,28,2802,"T1","M6","M601b","M601",0.751172284,-0.555501667,1.306673951
"267",31.31369879,29,2904,"T1","M6","M601b","M601",0.84386732,-0.604093314,1.447960634
"268",31.286240605,30,3005,"T1","M6","M601b","M601",0.191654648,-0.504542527,0.696197175
"269",31.229983105,31,3101,"T1","M6","M601b","M601",0.965872211,-0.603252884,1.569125095
"270",31.238778995,32,3203,"T1","M6","M601b","M601",0.863433541,-0.532022166,1.395455707
"271",31.256068605,33,3304,"T1","M6","M601b","M601",0.443292774,-0.494776884,0.938069658
"272",31.235567175,34,3406,"T1","M6","M601b","M601",-0.115837454,-0.452715344,0.33687789
"273",31.321951975,27,2704,"T1","M6","M601c","M601",0.544063104,-0.377137894,0.921200998
"274",31.252267745,28,2806,"T1","M6","M601c","M601",0.440438456,-0.457697501,0.898135957
"275",31.316854405,29,2901,"T1","M6","M601c","M601",0.96023634,-0.493781856,1.454018196
"276",31.32580415,30,3003,"T1","M6","M601c","M601",0.518347571,-0.559251354,1.077598925
"277",31.363457575,31,3105,"T1","M6","M601c","M601",0.680128127,-0.56351531,1.243643437
"278",31.21954279,32,3206,"T1","M6","M601c","M601",0.130609466,-0.561626015,0.692235481
"279",31.419540525,33,3302,"T1","M6","M601c","M601",0.419443791,-0.408554424,0.827998215
"280",31.421600225,34,3403,"T1","M6","M601c","M601",0.086752982,-0.22305238,0.309805362
"281",31.336803295,27,2705,"T1","M6","M601d","M601",0.488190034,-0.355300849,0.843490883
"282",31.297544525,28,2801,"T1","M6","M601d","M601",0.525021387,-0.40359398,0.928615367
"283",31.33400728,29,2902,"T1","M6","M601d","M601",0.755850897,-0.405437754,1.161288651
"284",31.294099475,30,3004,"T1","M6","M601d","M601",0.232654073,-0.467144247,0.69979832
"285",31.389877075,31,3106,"T1","M6","M601d","M601",0.431459376,-0.465824088,0.897283464
"286",31.19768445,32,3201,"T1","M6","M601d","M601",0.737366309,-0.447238309,1.184604618
"287",31.313615665,33,3303,"T1","M6","M601d","M601",0.467501159,-0.314836574,0.782337733
"288",31.35893987,34,3404,"T1","M6","M601d","M601",0.022030405,-0.251238788,0.273269193
"289",32.58202413,27,2701,"T2","M6","M602a","M602",0.4099111,-0.461592658,0.871503758
"290",32.555130425,28,2803,"T2","M6","M602a","M602",0.524480107,-0.457368372,0.981848479
"291",32.522805715,29,2904,"T2","M6","M602a","M602",0.531648215,-0.441785343,0.973433558
"292",32.432220355,30,3006,"T2","M6","M602a","M602",0.043718913,-0.404741334,0.448460247
